B1,B2,B3,B4,B5,B6,Sector
-79,-78,-78,-78,-73,-75,14
-80,-82,-77,-78,-72,-76,14
-83,-88,-74,-76,-66,-76,14
-81,-78,-87,-86,-78,-70,14
-77,-87,-77,-81,-73,-73,14
-83,-79,-85,-79,-82,-71,15
-81,-85,-81,-76,-90,-76,15
-77,-76,-86,-67,-62,-68,15
-84,-81,-89,-67,-64,-68,15
-82,-78,-92,-98,-99,-73,15
-83,-85,-73,-97,-64,-74,15
-82,-74,-74,-67,-80,-76,15
-81,-84,-71,-82,-80,-73,15
-81,-82,-72,-83,-72,-70,15
-80,-73,-72,-85,-72,-70,15
-80,-81,-88,-100,-72,-69,15
-80,-76,-85,-64,-96,-70,15
-74,-83,-86,-99,-98,-70,15
-75,-81,-86,-63,-63,-71,15
-88,-88,-85,-96,-97,-70,15
-88,-80,-90,-96,-63,-72,15
-86,-81,-87,-62,-96,-69,15
-87,-88,-80,-96,-70,-66,15
-73,-88,-76,-98,-69,-70,15
-76,-85,-78,-66,-62,-67,15
-77,-87,-80,-100,-99,-66,15
-84,-80,-77,-97,-67,-66,15
-77,-77,-80,-66,-66,-66,15
-82,-84,-77,-100,-100,-74,15
-80,-77,-72,-100,-71,-72,15
-81,-85,-69,-64,-69,-67,15
-82,-78,-74,-95,-69,-67,15
-82,-86,-72,-98,-66,-67,15
-82,-78,-74,-97,-100,-74,15
-82,-82,-72,-63,-66,-64,15
-82,-76,-74,-97,-72,-67,15
-81,-82,-71,-100,-72,-66,15
-80,-76,-74,-65,-73,-66,15
-80,-81,-77,-100,-68,-72,15
-81,-83,-78,-70,-100,-74,15
-82,-79,-76,-71,-67,-75,15
-80,-82,-78,-76,-67,-77,15
-82,-83,-76,-76,-70,-69,15
-79,-75,-79,-66,-70,-69,15
-78,-85,-70,-68,-73,-66,15
-81,-78,-72,-70,-68,-69,15
-83,-83,-71,-72,-76,-70,15
-82,-78,-78,-70,-78,-77,15
-83,-87,-74,-67,-74,-80,15
-87,-73,-74,-69,-96,-79,15
-80,-80,-72,-70,-66,-69,15
-85,-75,-77,-73,-66,-71,15
-80,-83,-77,-77,-67,-77,15
-82,-76,-80,-72,-74,-74,15
-81,-82,-78,-71,-71,-68,15
-84,-75,-75,-70,-73,-99,15
-83,-82,-78,-68,-66,-72,15
-85,-76,-93,-69,-69,-70,15
-83,-84,-88,-68,-68,-71,15
-82,-76,-85,-72,-69,-72,15
-80,-83,-80,-71,-68,-76,15
-76,-76,-83,-63,-65,-79,15
-76,-83,-81,-65,-72,-70,15
-77,-88,-80,-102,-70,-68,15
-78,-81,-76,-66,-70,-66,15
-79,-87,-80,-81,-66,-76,15
-76,-78,-76,-77,-68,-65,15
-78,-84,-80,-63,-71,-96,15
-88,-79,-79,-66,-74,-67,15
-83,-77,-82,-100,-75,-100,15
-81,-84,-80,-66,-73,-67,15
-80,-76,-86,-100,-78,-69,15
-86,-82,-83,-98,-74,-70,15
-83,-76,-86,-98,-68,-61,15
-82,-76,-84,-66,-71,-95,15
-81,-83,-83,-98,-77,-63,15
-83,-83,-86,-95,-70,-96,15
-84,-88,-85,-61,-73,-98,15
-82,-85,-73,-96,-100,-66,15
-86,-91,-72,-94,-68,-67,15
-81,-70,-79,-62,-73,-67,15
-80,-77,-82,-97,-68,-103,15
-77,-70,-75,-100,-75,-62,15
-76,-79,-76,-68,-63,-100,15
-81,-80,-74,-69,-100,-67,15
-77,-82,-80,-66,-98,-63,15
-77,-78,-75,-71,-65,-98,15
-78,-86,-76,-63,-78,-70,15
-80,-91,-76,-96,-78,-68,15
-82,-84,-74,-95,-67,-98,15
-84,-88,-77,-64,-67,-96,15
-85,-83,-74,-100,-75,-63,15
-71,-79,-75,-77,-63,-97,15
-74,-72,-75,-77,-64,-96,15
-78,-80,-76,-79,-100,-67,15
-86,-72,-80,-102,-69,-66,15
-83,-80,-80,-64,-79,-98,15
-84,-78,-82,-67,-68,-100,15
-77,-84,-85,-101,-69,-63,15
-80,-88,-87,-74,-69,-96,15
-76,-76,-77,-79,-68,-63,15
-81,-83,-80,-92,-73,-65,15
-79,-82,-72,-66,-72,-96,15
-76,-74,-80,-98,-72,-98,15
-88,-83,-71,-64,-74,-63,15
-82,-90,-67,-71,-86,-70,16
-71,-98,-71,-70,-63,-81,16
-71,-80,-65,-69,-98,-76,16
-68,-87,-70,-77,-96,-75,16
-69,-89,-67,-70,-97,-88,16
-88,-80,-68,-98,-97,-88,16
-82,-86,-66,-66,-62,-84,16
-88,-82,-69,-71,-97,-77,16
-82,-87,-66,-63,-97,-74,16
-72,-86,-74,-100,-78,-78,16
-71,-89,-72,-63,-77,-78,16
-73,-80,-78,-96,-71,-76,16
-69,-90,-76,-63,-68,-84,16
-70,-82,-72,-66,-68,-83,16
-69,-80,-77,-98,-100,-84,16
-69,-85,-72,-98,-62,-83,16
-68,-90,-69,-64,-61,-75,16
-72,-82,-65,-66,-96,-81,16
-72,-90,-69,-97,-62,-78,16
-72,-88,-67,-64,-97,-80,16
-73,-94,-71,-100,-96,-85,16
-68,-84,-68,-100,-68,-82,16
-67,-94,-70,-63,-68,-66,16
-67,-82,-68,-98,-66,-69,16
-82,-82,-67,-62,-62,-74,16
-87,-76,-69,-96,-96,-81,16
-86,-83,-66,-95,-62,-86,16
-72,-77,-69,-63,-96,-88,16
-72,-84,-66,-64,-61,-83,16
-72,-76,-69,-64,-86,-71,16
-82,-84,-71,-99,-94,-71,16
-88,-80,-68,-65,-68,-73,16
-84,-91,-68,-100,-69,-78,16
-70,-83,-73,-68,-70,-78,16
-71,-84,-68,-66,-70,-80,16
-69,-82,-72,-64,-71,-88,16
-68,-75,-69,-98,-72,-73,16
-71,-84,-71,-64,-73,-80,16
-74,-78,-68,-98,-70,-70,16
-82,-87,-72,-67,-71,-74,16
-93,-86,-70,-102,-96,-80,16
-96,-78,-70,-68,-63,-87,16
-70,-84,-70,-66,-97,-72,16
-70,-76,-67,-64,-63,-71,16
-68,-83,-75,-63,-100,-82,16
-75,-77,-72,-97,-65,-72,16
-82,-100,-72,-62,-98,-80,16
-82,-86,-76,-96,-100,-78,16
-70,-97,-71,-61,-78,-78,16
-73,-88,-69,-70,-88,-87,16
-75,-88,-71,-100,-83,-80,16
-76,-99,-71,-67,-65,-87,16
-77,-92,-71,-63,-66,-79,16
-74,-84,-68,-63,-99,-80,16
-73,-90,-71,-62,-102,-83,16
-72,-83,-76,-94,-88,-76,16
-73,-88,-77,-96,-79,-74,16
-72,-80,-75,-62,-73,-77,16
-72,-87,-79,-70,-64,-85,16
-82,-83,-75,-69,-100,-76,16
-75,-90,-76,-67,-67,-76,16
-67,-81,-74,-99,-62,-74,16
-80,-89,-74,-67,-65,-83,16
-77,-84,-71,-65,-63,-71,16
-91,-89,-66,-102,-95,-80,16
-84,-80,-68,-98,-98,-75,16
-72,-86,-72,-62,-94,-76,16
-73,-75,-73,-63,-95,-77,16
-74,-82,-70,-95,-63,-80,16
-72,-77,-71,-64,-97,-71,16
-83,-88,-69,-65,-100,-71,16
-86,-77,-63,-72,-67,-71,16
-83,-85,-67,-100,-100,-75,16
-86,-81,-64,-68,-97,-82,16
-72,-80,-66,-69,-72,-80,16
-76,-84,-70,-80,-73,-78,16
-74,-75,-73,-67,-67,-75,16
-68,-83,-72,-71,-77,-77,16
-68,-88,-70,-73,-68,-78,16
-71,-83,-75,-64,-100,-76,16
-78,-91,-75,-71,-66,-81,16
-83,-85,-68,-64,-100,-80,16
-86,-90,-65,-64,-75,-77,16
-68,-84,-68,-67,-79,-76,16
-68,-92,-66,-100,-79,-76,16
-67,-87,-70,-100,-74,-80,16
-73,-96,-66,-67,-66,-80,16
-80,-93,-69,-102,-69,-80,16
-80,-97,-66,-67,-67,-76,16
-77,-92,-69,-63,-97,-76,16
-77,-79,-73,-62,-68,-75,16
-74,-72,-76,-67,-64,-88,16
-74,-80,-71,-97,-76,-88,16
-72,-73,-77,-66,-70,-84,16
-71,-80,-77,-100,-71,-77,16
-68,-73,-65,-97,-72,-74,16
-68,-80,-69,-64,-72,-78,16
-69,-73,-64,-98,-75,-78,16
-68,-89,-69,-69,-72,-81,16
-69,-89,-67,-66,-73,-76,16
-86,-82,-71,-80,-71,-77,17
-76,-94,-80,-69,-69,-83,17
-76,-92,-78,-70,-69,-73,17
-73,-89,-77,-77,-71,-72,17
-74,-85,-75,-78,-77,-73,17
-75,-86,-78,-80,-73,-90,17
-75,-81,-78,-81,-98,-80,17
-76,-86,-73,-85,-65,-82,17
-75,-84,-76,-80,-98,-78,17
-74,-88,-72,-70,-65,-71,17
-74,-92,-77,-71,-65,-73,17
-73,-82,-77,-79,-73,-72,17
-72,-90,-78,-73,-72,-74,17
-74,-82,-77,-76,-68,-74,17
-74,-89,-82,-75,-76,-76,17
-73,-83,-78,-74,-70,-73,17
-74,-89,-75,-74,-71,-76,17
-72,-82,-78,-74,-71,-72,17
-72,-78,-74,-75,-68,-76,17
-73,-86,-78,-76,-68,-77,17
-73,-81,-75,-75,-67,-72,17
-72,-88,-79,-72,-69,-71,17
-76,-80,-79,-78,-69,-76,17
-75,-86,-76,-72,-69,-77,17
-76,-80,-78,-73,-68,-72,17
-72,-84,-74,-73,-101,-72,17
-72,-80,-77,-73,-68,-73,17
-72,-82,-77,-74,-72,-76,17
-77,-85,-74,-74,-76,-73,17
-76,-81,-77,-76,-71,-74,17
-78,-81,-73,-73,-71,-78,17
-76,-88,-77,-73,-69,-74,17
-77,-77,-73,-73,-68,-75,17
-72,-83,-78,-77,-69,-80,17
-72,-77,-76,-76,-75,-79,17
-73,-85,-80,-77,-72,-78,17
-74,-80,-77,-72,-72,-71,17
-72,-87,-80,-73,-69,-72,17
-71,-97,-87,-72,-70,-72,17
-72,-73,-90,-72,-70,-74,17
-72,-81,-89,-73,-69,-74,17
-76,-84,-83,-77,-69,-72,17
-75,-73,-85,-77,-74,-72,17
-74,-80,-80,-76,-76,-72,17
-74,-73,-77,-74,-68,-74,17
-72,-79,-74,-73,-68,-73,17
-71,-95,-77,-73,-68,-73,17
-72,-88,-74,-77,-73,-76,17
-72,-93,-77,-77,-75,-73,17
-73,-92,-74,-79,-74,-70,17
-73,-86,-73,-73,-73,-74,17
-73,-94,-71,-77,-77,-75,17
-75,-76,-75,-82,-71,-76,17
-75,-84,-70,-76,-73,-74,17
-75,-76,-80,-80,-76,-74,17
-74,-83,-75,-74,-67,-74,17
-73,-76,-79,-75,-70,-74,17
-71,-83,-77,-73,-72,-76,17
-71,-77,-80,-76,-67,-74,17
-73,-95,-76,-74,-68,-74,17
-72,-93,-75,-76,-84,-78,17
-74,-93,-78,-80,-71,-78,17
-74,-99,-76,-74,-69,-77,17
-73,-89,-75,-74,-68,-77,17
-72,-96,-72,-73,-68,-76,17
-72,-77,-74,-79,-72,-76,17
-72,-84,-71,-80,-70,-76,17
-72,-77,-73,-73,-68,-82,17
-80,-85,-75,-74,-69,-97,17
-76,-78,-71,-75,-76,-73,17
-76,-82,-86,-76,-77,-80,17
-80,-76,-85,-91,-65,-85,17
-82,-80,-82,-80,-77,-71,17
-80,-73,-82,-78,-67,-71,17
-73,-78,-76,-76,-67,-73,17
-79,-71,-80,-88,-74,-74,17
-81,-78,-82,-84,-70,-82,17
-76,-76,-76,-78,-69,-72,17
-74,-84,-79,-74,-72,-73,17
-74,-75,-77,-77,-70,-77,17
-76,-96,-80,-80,-71,-71,17
-73,-90,-77,-77,-72,-71,17
-74,-87,-80,-83,-69,-77,17
-75,-93,-77,-74,-70,-77,17
-76,-84,-80,-74,-70,-76,17
-74,-74,-77,-75,-71,-70,17
-74,-82,-77,-75,-76,-72,17
-75,-84,-75,-77,-84,-69,17
-74,-76,-77,-75,-92,-69,17
-74,-83,-75,-73,-79,-72,17
-73,-74,-81,-80,-69,-73,17
-75,-80,-82,-82,-75,-78,17
-74,-85,-84,-87,-72,-80,17
-72,-83,-76,-86,-72,-82,17
-73,-91,-80,-69,-69,-78,17
-73,-84,-77,-70,-70,-71,17
-72,-93,-80,-77,-90,-73,17
-77,-85,-80,-78,-69,-73,17
-77,-91,-77,-80,-72,-72,17
-78,-82,-80,-86,-79,-69,17
-78,-80,-69,-81,-95,-77,18
-82,-86,-72,-76,-66,-72,18
-84,-78,-71,-83,-61,-70,18
-79,-84,-69,-72,-60,-71,18
-76,-91,-73,-74,-96,-69,18
-77,-96,-72,-74,-94,-71,18
-79,-85,-76,-74,-61,-72,18
-79,-87,-72,-76,-96,-98,18
-74,-82,-69,-82,-62,-100,18
-73,-89,-74,-77,-97,-65,18
-74,-80,-72,-77,-63,-69,18
-74,-86,-73,-79,-97,-70,18
-76,-79,-72,-84,-65,-65,18
-76,-85,-75,-78,-97,-99,18
-76,-78,-69,-77,-64,-65,18
-80,-85,-72,-77,-99,-101,18
-74,-78,-71,-72,-97,-66,18
-78,-85,-68,-73,-96,-69,18
-76,-79,-71,-73,-63,-68,18
-83,-81,-68,-82,-98,-68,18
-77,-80,-71,-81,-96,-78,18
-77,-80,-78,-87,-62,-80,18
-77,-87,-80,-90,-96,-78,18
-77,-94,-75,-82,-70,-77,18
-77,-95,-79,-84,-58,-74,18
-77,-80,-76,-84,-93,-69,18
-75,-86,-80,-81,-58,-68,18
-86,-76,-91,-79,-93,-69,18
-84,-83,-71,-76,-61,-67,18
-84,-77,-73,-76,-94,-65,18
-84,-83,-77,-76,-94,-100,18
-84,-76,-74,-78,-62,-100,18
-88,-82,-78,-74,-97,-68,18
-76,-80,-75,-85,-95,-67,18
-80,-91,-76,-76,-61,-78,18
-82,-90,-76,-80,-97,-68,18
-83,-82,-80,-73,-96,-99,18
-82,-91,-91,-81,-62,-73,18
-80,-86,-86,-92,-95,-72,18
-81,-93,-86,-77,-60,-100,18
-80,-77,-83,-80,-95,-65,18
-78,-76,-88,-73,-95,-65,18
-76,-83,-90,-79,-94,-98,18
-74,-78,-87,-76,-94,-74,18
-78,-76,-83,-82,-60,-70,18
-77,-83,-88,-76,-95,-75,18
-80,-75,-85,-79,-94,-71,18
-80,-82,-87,-71,-63,-102,18
-81,-76,-84,-71,-100,-70,18
-94,-83,-72,-71,-97,-68,18
-80,-76,-72,-78,-63,-70,18
-74,-93,-72,-86,-100,-81,18
-88,-85,-71,-80,-98,-82,18
-82,-84,-72,-81,-66,-76,18
-81,-87,-69,-81,-98,-70,18
-81,-83,-73,-76,-96,-69,18
-80,-92,-72,-79,-61,-74,18
-81,-94,-71,-82,-96,-74,18
-80,-84,-67,-73,-62,-85,18
-80,-85,-71,-74,-98,-68,18
-78,-89,-68,-76,-66,-73,18
-83,-80,-71,-69,-97,-70,18
-83,-91,-72,-76,-66,-70,18
-86,-89,-69,-77,-98,-67,18
-89,-93,-72,-78,-62,-70,18
-80,-86,-70,-77,-97,-73,18
-78,-76,-73,-78,-95,-73,18
-88,-82,-70,-76,-60,-74,18
-83,-80,-76,-72,-97,-72,18
-75,-91,-76,-70,-96,-68,18
-74,-83,-68,-83,-65,-98,18
-82,-90,-70,-84,-96,-69,18
-83,-82,-67,-87,-63,-68,18
-80,-90,-72,-79,-96,-101,18
-91,-94,-74,-79,-92,-65,18
-80,-88,-79,-70,-57,-101,18
-75,-87,-65,-70,-92,-66,18
-82,-82,-69,-74,-57,-100,18
-79,-90,-70,-76,-61,-68,18
-84,-84,-67,-76,-96,-67,18
-85,-93,-69,-79,-96,-67,18
-82,-85,-65,-76,-65,-66,18
-79,-88,-68,-83,-98,-67,18
-77,-98,-72,-87,-102,-70,18
-80,-82,-75,-80,-64,-70,18
-82,-90,-71,-78,-95,-69,18
-82,-84,-72,-74,-63,-67,18
-79,-80,-73,-80,-97,-73,18
-81,-89,-69,-78,-98,-69,18
-82,-83,-73,-83,-62,-69,18
-92,-83,-71,-77,-96,-70,18
-91,-89,-73,-79,-61,-67,18
-88,-81,-69,-81,-96,-70,18
-80,-89,-71,-81,-61,-72,18
-82,-79,-69,-76,-95,-79,18
-83,-85,-73,-83,-93,-77,18
-93,-93,-70,-72,-62,-70,18
-92,-83,-72,-74,-96,-71,18
-80,-91,-70,-74,-94,-68,18
-78,-82,-82,-81,-99,-75,18
-87,-81,-85,-81,-81,-87,19
-89,-89,-85,-79,-80,-83,19
-86,-81,-84,-81,-94,-91,19
-85,-87,-85,-92,-76,-91,19
-84,-80,-84,-77,-76,-91,19
-81,-85,-72,-77,-72,-85,19
-81,-78,-75,-78,-78,-83,19
-82,-94,-72,-80,-72,-86,19
-81,-85,-75,-91,-78,-82,19
-87,-93,-72,-86,-76,-79,19
-84,-86,-75,-79,-80,-87,19
-88,-92,-75,-82,-72,-78,19
-85,-85,-80,-83,-86,-80,19
-85,-84,-82,-85,-78,-80,19
-86,-86,-83,-87,-80,-79,19
-84,-79,-79,-80,-78,-85,19
-82,-86,-81,-78,-75,-76,19
-86,-80,-80,-78,-76,-84,19
-86,-87,-83,-86,-76,-88,19
-84,-80,-82,-86,-79,-88,19
-85,-87,-85,-78,-78,-84,19
-85,-80,-83,-76,-74,-80,19
-84,-88,-84,-75,-78,-81,19
-89,-88,-84,-80,-79,-89,19
-89,-80,-87,-79,-83,-89,19
-88,-87,-80,-82,-76,-82,19
-86,-80,-72,-83,-73,-82,19
-83,-88,-75,-82,-73,-81,19
-84,-80,-72,-77,-78,-80,19
-91,-86,-72,-74,-79,-83,19
-91,-98,-76,-76,-81,-87,19
-90,-98,-72,-90,-72,-82,19
-88,-91,-76,-81,-72,-90,19
-86,-92,-84,-79,-71,-90,19
-80,-86,-84,-74,-70,-82,19
-81,-94,-81,-76,-71,-84,19
-83,-80,-83,-77,-84,-82,19
-82,-87,-81,-78,-85,-89,19
-86,-79,-79,-80,-76,-78,19
-80,-87,-77,-79,-71,-93,19
-80,-79,-72,-85,-73,-85,19
-81,-87,-72,-83,-72,-80,19
-80,-91,-76,-85,-82,-89,19
-90,-90,-72,-92,-89,-92,19
-86,-90,-75,-87,-70,-89,19
-91,-85,-72,-85,-70,-81,19
-87,-92,-80,-72,-72,-81,19
-78,-86,-77,-72,-73,-94,19
-82,-95,-78,-72,-73,-80,19
-84,-86,-83,-83,-71,-87,19
-89,-89,-78,-85,-72,-87,19
-89,-82,-81,-85,-71,-80,19
-89,-82,-77,-74,-72,-84,19
-82,-88,-85,-73,-71,-84,19
-81,-81,-80,-73,-72,-85,19
-83,-90,-81,-73,-81,-76,19
-84,-82,-85,-84,-71,-77,19
-80,-87,-82,-84,-70,-78,19
-78,-80,-85,-89,-90,-85,19
-80,-88,-79,-86,-95,-86,19
-80,-81,-77,-85,-92,-88,19
-94,-88,-78,-73,-71,-85,19
-80,-81,-80,-73,-71,-82,19
-77,-87,-76,-75,-71,-83,19
-78,-88,-78,-87,-72,-78,19
-78,-83,-76,-87,-71,-84,19
-89,-82,-80,-85,-74,-83,19
-89,-91,-80,-73,-77,-85,19
-86,-89,-80,-73,-71,-80,19
-89,-83,-83,-75,-77,-82,19
-81,-87,-82,-90,-74,-85,19
-81,-80,-80,-87,-73,-85,19
-81,-80,-83,-86,-73,-81,19
-78,-87,-72,-97,-69,-87,19
-77,-80,-72,-85,-68,-88,19
-77,-80,-75,-83,-69,-91,19
-77,-92,-72,-82,-76,-87,19
-82,-84,-76,-95,-77,-90,19
-82,-85,-76,-74,-77,-90,19
-82,-84,-80,-75,-68,-83,19
-78,-84,-77,-74,-68,-83,19
-77,-91,-80,-92,-67,-89,19
-78,-85,-78,-88,-77,-86,19
-88,-92,-82,-95,-75,-88,19
-91,-84,-77,-96,-63,-82,19
-84,-92,-76,-73,-70,-82,19
-81,-82,-73,-73,-68,-82,19
-82,-93,-76,-81,-70,-84,19
-82,-87,-73,-79,-71,-98,19
-85,-94,-76,-78,-84,-91,19
-84,-92,-73,-81,-85,-97,19
-86,-87,-78,-79,-76,-87,19
-84,-95,-73,-81,-71,-83,19
-83,-87,-82,-92,-73,-91,19
-83,-94,-78,-77,-72,-89,19
-78,-86,-82,-77,-78,-91,19
-79,-85,-79,-78,-78,-85,19
-76,-84,-83,-80,-76,-83,19
-78,-94,-78,-81,-75,-86,19
-85,-88,-82,-78,-75,-97,19
-80,-76,-76,-83,-75,-77,20
-82,-82,-74,-84,-80,-88,20
-85,-76,-83,-86,-77,-76,20
-85,-77,-97,-78,-78,-76,20
-87,-85,-91,-80,-70,-70,20
-75,-77,-87,-89,-71,-77,20
-78,-76,-85,-88,-79,-83,20
-79,-82,-91,-86,-74,-71,20
-80,-74,-90,-81,-76,-71,20
-80,-75,-76,-80,-69,-66,20
-93,-82,-73,-80,-78,-69,20
-88,-73,-70,-78,-71,-71,20
-88,-78,-72,-86,-72,-70,20
-76,-69,-69,-79,-70,-75,20
-81,-81,-69,-76,-72,-76,20
-75,-77,-65,-80,-80,-70,20
-83,-69,-76,-92,-82,-74,20
-83,-75,-80,-82,-81,-71,20
-82,-67,-83,-82,-76,-70,20
-87,-74,-76,-82,-73,-75,20
-88,-84,-76,-84,-92,-70,20
-88,-82,-72,-80,-80,-80,20
-92,-91,-76,-80,-81,-70,20
-80,-90,-81,-81,-81,-73,20
-79,-87,-85,-84,-71,-76,20
-86,-75,-68,-81,-75,-72,20
-77,-85,-73,-81,-85,-71,20
-82,-86,-68,-79,-74,-72,20
-83,-79,-72,-81,-73,-71,20
-84,-73,-70,-79,-82,-75,20
-82,-80,-78,-83,-79,-76,20
-82,-82,-69,-80,-73,-73,20
-88,-74,-72,-82,-74,-70,20
-85,-81,-68,-78,-80,-89,20
-84,-75,-74,-78,-83,-73,20
-91,-82,-67,-88,-80,-71,20
-82,-72,-69,-82,-71,-67,20
-85,-86,-71,-82,-71,-100,20
-84,-79,-73,-81,-71,-66,20
-84,-75,-67,-84,-70,-83,20
-81,-82,-68,-84,-70,-83,20
-82,-77,-67,-78,-68,-71,20
-81,-82,-72,-85,-72,-71,20
-82,-75,-67,-80,-74,-70,20
-79,-77,-69,-80,-76,-69,20
-79,-83,-68,-78,-71,-70,20
-79,-76,-69,-80,-74,-71,20
-82,-80,-75,-93,-69,-73,20
-85,-72,-75,-96,-72,-73,20
-88,-72,-78,-79,-78,-76,20
-87,-90,-80,-84,-74,-79,20
-87,-80,-76,-85,-74,-84,20
-84,-93,-72,-89,-77,-78,20
-88,-77,-77,-85,-67,-77,20
-86,-87,-74,-85,-66,-66,20
-87,-73,-83,-80,-77,-100,20
-86,-80,-87,-74,-76,-66,20
-90,-73,-87,-73,-81,-100,20
-94,-78,-82,-83,-76,-66,20
-85,-73,-73,-83,-75,-100,20
-82,-78,-76,-82,-73,-97,20
-90,-71,-72,-76,-77,-77,20
-83,-78,-76,-83,-76,-84,20
-78,-71,-74,-85,-73,-82,20
-81,-81,-74,-91,-75,-69,20
-80,-77,-67,-77,-77,-69,20
-80,-81,-71,-77,-80,-78,20
-77,-87,-74,-75,-79,-69,20
-77,-80,-75,-88,-72,-65,20
-79,-75,-70,-80,-71,-72,20
-81,-70,-74,-79,-72,-74,20
-87,-80,-71,-80,-73,-76,20
-90,-71,-79,-81,-72,-74,20
-87,-80,-78,-82,-77,-73,20
-91,-74,-75,-98,-78,-76,20
-91,-80,-69,-88,-84,-73,20
-81,-73,-84,-88,-69,-68,20
-86,-80,-78,-95,-65,-72,20
-85,-80,-77,-88,-100,-67,20
-83,-74,-67,-89,-65,-96,20
-79,-73,-69,-81,-99,-70,20
-84,-82,-75,-80,-73,-70,20
-83,-76,-74,-80,-74,-74,20
-86,-81,-78,-78,-76,-69,20
-84,-74,-74,-86,-86,-98,20
-79,-78,-77,-79,-82,-65,20
-82,-79,-72,-76,-80,-99,20
-85,-83,-76,-80,-70,-62,20
-84,-90,-73,-85,-100,-98,20
-82,-73,-82,-82,-69,-73,20
-81,-74,-79,-81,-74,-69,20
-90,-81,-82,-74,-76,-101,20
-81,-72,-88,-77,-74,-66,20
-79,-85,-78,-74,-72,-98,20
-78,-83,-72,-91,-73,-97,20
-79,-96,-75,-89,-73,-63,20
-76,-77,-76,-77,-75,-96,20
-76,-94,-70,-75,-74,-66,20
-79,-85,-70,-81,-72,-67,20
-93,-93,-67,-89,-73,-70,20
-81,-81,-68,-84,-60,-79,21
-79,-76,-64,-80,-96,-95,21
-76,-69,-68,-86,-95,-60,21
-74,-78,-65,-82,-61,-95,21
-76,-70,-70,-75,-93,-97,21
-82,-76,-65,-76,-59,-62,21
-79,-70,-68,-79,-94,-100,21
-78,-78,-64,-88,-95,-100,21
-74,-70,-68,-76,-63,-63,21
-74,-86,-66,-72,-97,-98,21
-75,-87,-68,-84,-63,-97,21
-77,-82,-66,-77,-100,-62,21
-81,-85,-69,-71,-100,-96,21
-83,-80,-68,-76,-64,-63,21
-81,-87,-69,-76,-98,-97,21
-76,-74,-71,-74,-63,-97,21
-77,-85,-68,-73,-95,-66,21
-72,-75,-71,-79,-96,-64,21
-73,-80,-67,-77,-61,-100,21
-75,-73,-70,-69,-96,-66,21
-73,-80,-68,-70,-60,-62,21
-73,-74,-70,-74,-94,-96,21
-82,-82,-67,-77,-60,-62,21
-85,-71,-70,-78,-57,-93,21
-80,-78,-68,-79,-93,-60,21
-83,-71,-71,-70,-93,-62,21
-75,-71,-67,-72,-62,-97,21
-76,-76,-70,-76,-96,-60,21
-76,-70,-70,-77,-58,-96,21
-75,-77,-70,-77,-93,-97,21
-85,-84,-70,-74,-59,-60,21
-86,-87,-72,-77,-95,-95,21
-90,-83,-72,-92,-95,-58,21
-85,-72,-75,-74,-96,-92,21
-74,-86,-76,-77,-62,-94,21
-76,-84,-74,-73,-97,-58,21
-76,-74,-71,-83,-96,-94,21
-73,-81,-70,-84,-62,-59,21
-74,-75,-67,-88,-96,-94,21
-74,-82,-75,-85,-60,-77,21
-72,-75,-71,-80,-95,-65,21
-88,-80,-73,-77,-96,-96,21
-92,-70,-71,-80,-94,-96,21
-92,-80,-74,-77,-102,-64,21
-90,-78,-70,-77,-97,-97,21
-80,-88,-73,-78,-100,-63,21
-79,-75,-68,-73,-63,-75,21
-73,-80,-74,-73,-67,-74,21
-76,-87,-73,-72,-63,-73,21
-74,-93,-72,-75,-98,-98,21
-73,-86,-70,-73,-98,-98,21
-86,-83,-73,-73,-63,-96,21
-87,-76,-75,-71,-96,-61,21
-87,-82,-70,-71,-95,-97,21
-88,-76,-72,-70,-98,-97,21
-73,-81,-74,-79,-67,-61,21
-73,-80,-74,-75,-66,-92,21
-73,-84,-69,-76,-102,-92,21
-82,-78,-74,-82,-61,-58,21
-91,-84,-75,-77,-96,-92,21
-78,-77,-75,-83,-62,-94,21
-80,-84,-71,-71,-98,-58,21
-79,-77,-74,-71,-62,-93,21
-77,-85,-70,-84,-96,-93,21
-70,-90,-74,-82,-98,-58,21
-69,-92,-71,-86,-63,-93,21
-71,-89,-71,-73,-98,-86,21
-77,-77,-74,-70,-97,-80,21
-78,-82,-70,-77,-63,-77,21
-77,-74,-74,-72,-98,-70,21
-78,-83,-70,-76,-63,-73,21
-76,-82,-70,-82,-67,-94,21
-77,-75,-67,-85,-68,-93,21
-75,-75,-71,-72,-70,-60,21
-75,-82,-68,-72,-95,-97,21
-83,-75,-70,-72,-61,-62,21
-84,-82,-69,-80,-96,-96,21
-85,-75,-73,-78,-94,-61,21
-82,-76,-70,-81,-60,-94,21
-84,-82,-71,-74,-95,-71,21
-77,-79,-75,-72,-96,-74,21
-77,-83,-72,-76,-62,-82,21
-90,-76,-74,-80,-94,-61,21
-80,-84,-71,-78,-96,-97,21
-79,-85,-73,-78,-61,-60,21
-79,-86,-70,-82,-96,-93,21
-74,-92,-72,-81,-68,-93,21
-72,-79,-69,-82,-62,-94,21
-73,-82,-72,-81,-97,-76,21
-74,-73,-69,-80,-61,-67,21
-82,-81,-76,-75,-96,-72,21
-83,-82,-72,-77,-95,-70,21
-82,-80,-75,-86,-63,-63,21
